40.50404726767677,-74.22987645959594,FELONY,1
40.50404726767677,-74.24450516666666,MISDEMEANOR,1
40.509014247474745,-74.2371908131313,MISDEMEANOR,1
40.51398122727273,-74.2371908131313,MISDEMEANOR,1
40.51398122727273,-74.25181952020202,FELONY,3
40.51398122727273,-74.25181952020202,MISDEMEANOR,2
40.51398122727273,-74.25181952020202,VIOLATION,1
40.51894820707071,-74.19330469191918,MISDEMEANOR,1
40.52391518686869,-74.18599033838385,MISDEMEANOR,1
40.52391518686869,-74.2079333989899,MISDEMEANOR,1
40.52391518686869,-74.21524775252523,MISDEMEANOR,1
40.5239151868687,-74.20061904545453,FELONY,1
40.52888216666667,-74.1567329242424,FELONY,1
40.52888216666667,-74.16404727777777,FELONY,1
40.52888216666667,-74.16404727777777,MISDEMEANOR,1
40.52888216666667,-74.19330469191918,MISDEMEANOR,2
40.52888216666667,-74.21524775252523,FELONY,1
40.53384914646465,-74.15673292424242,MISDEMEANOR,1
40.53384914646465,-74.16404727777777,MISDEMEANOR,1
40.533849146464654,-74.17136163131313,VIOLATION,1
40.538816126262624,-74.14941857070706,MISDEMEANOR,1
40.538816126262624,-74.1567329242424,FELONY,1
40.538816126262624,-74.16404727777777,MISDEMEANOR,1
40.538816126262624,-74.17136163131313,MISDEMEANOR,1
40.538816126262624,-74.17867598484848,MISDEMEANOR,2
40.538816126262624,-74.19330469191918,FELONY,1
40.538816126262624,-74.20061904545453,VIOLATION,1
40.538816126262624,-74.21524775252523,VIOLATION,2
40.538816126262624,-74.2371908131313,MISDEMEANOR,1
40.5437831060606,-74.14941857070706,MISDEMEANOR,1
40.5437831060606,-74.1567329242424,MISDEMEANOR,3
40.5437831060606,-74.16404727777777,FELONY,2
40.5437831060606,-74.17867598484848,FELONY,2
40.5437831060606,-74.17867598484848,MISDEMEANOR,1
40.5437831060606,-74.18599033838385,MISDEMEANOR,1
40.5437831060606,-74.21524775252523,MISDEMEANOR,1
40.54378310606061,-74.2225621060606,MISDEMEANOR,1
40.54875008585859,-74.14941857070706,FELONY,1
40.54875008585859,-74.14941857070706,MISDEMEANOR,1
40.54875008585859,-74.16404727777777,MISDEMEANOR,1
40.54875008585859,-74.17136163131313,VIOLATION,1
40.54875008585859,-74.20061904545454,VIOLATION,1
40.54875008585859,-74.21524775252523,MISDEMEANOR,2
40.55371706565658,-73.92998796464647,FELONY,1
40.55371706565658,-74.11284680303031,FELONY,2
40.55371706565658,-74.13478986363634,VIOLATION,1
40.55371706565658,-74.1421042171717,FELONY,1
40.55371706565658,-74.1421042171717,MISDEMEANOR,2
40.55371706565658,-74.14941857070706,FELONY,1
40.55371706565658,-74.14941857070706,MISDEMEANOR,1
40.55371706565658,-74.1567329242424,FELONY,1
40.55371706565658,-74.1567329242424,MISDEMEANOR,1
40.55371706565658,-74.16404727777777,FELONY,1
40.55371706565658,-74.17136163131313,FELONY,1
40.55371706565658,-74.20061904545453,MISDEMEANOR,2
40.55371706565658,-74.21524775252523,MISDEMEANOR,2
40.55868404545454,-73.92267361111111,FELONY,1
40.55868404545454,-73.92998796464647,FELONY,1
40.55868404545454,-74.11284680303031,FELONY,1
40.55868404545454,-74.11284680303031,VIOLATION,1
40.55868404545454,-74.13478986363634,MISDEMEANOR,1
40.55868404545454,-74.14941857070706,MISDEMEANOR,1
40.55868404545454,-74.1567329242424,MISDEMEANOR,3
40.55868404545454,-74.16404727777777,FELONY,1
40.55868404545454,-74.16404727777777,MISDEMEANOR,1
40.55868404545454,-74.16404727777777,VIOLATION,1
40.55868404545454,-74.18599033838385,FELONY,1
40.55868404545454,-74.19330469191918,FELONY,1
40.55868404545455,-74.1421042171717,MISDEMEANOR,2
40.55868404545455,-74.17136163131313,FELONY,2
40.55868404545455,-74.20061904545453,MISDEMEANOR,1
40.56365102525253,-74.09821809595961,MISDEMEANOR,1
40.56365102525253,-74.10553244949494,VIOLATION,1
40.56365102525253,-74.1128468030303,FELONY,1
40.56365102525253,-74.1128468030303,MISDEMEANOR,3
40.56365102525253,-74.1128468030303,VIOLATION,2
40.56365102525253,-74.12016115656564,FELONY,1
40.56365102525253,-74.12747551010101,MISDEMEANOR,1
40.56365102525253,-74.13478986363637,FELONY,1
40.56365102525253,-74.14941857070706,FELONY,1
40.56365102525253,-74.14941857070706,MISDEMEANOR,1
40.5686180050505,-74.09090374242425,MISDEMEANOR,1
40.5686180050505,-74.10553244949494,MISDEMEANOR,1
40.5686180050505,-74.10553244949494,VIOLATION,1
40.5686180050505,-74.11284680303031,FELONY,1
40.5686180050505,-74.11284680303031,MISDEMEANOR,3
40.5686180050505,-74.11284680303031,VIOLATION,1
40.5686180050505,-74.12016115656564,MISDEMEANOR,1
40.5686180050505,-74.1421042171717,MISDEMEANOR,1
40.57358498484848,-73.84953007575757,FELONY,1
40.57358498484848,-73.84953007575757,VIOLATION,1
40.57358498484848,-73.85684442929292,FELONY,1
40.57358498484848,-73.85684442929292,MISDEMEANOR,1
40.57358498484848,-73.95924537878787,FELONY,1
40.57358498484848,-73.95924537878787,MISDEMEANOR,1
40.57358498484848,-73.96655973232322,MISDEMEANOR,2
40.57358498484848,-73.97387408585857,MISDEMEANOR,1
40.57358498484848,-73.98118843939393,FELONY,1
40.57358498484848,-73.98118843939393,MISDEMEANOR,3
40.57358498484848,-73.9885027929293,FELONY,5
40.57358498484848,-73.9885027929293,MISDEMEANOR,8
40.57358498484848,-73.9885027929293,VIOLATION,2
40.57358498484848,-73.99581714646465,FELONY,8
40.57358498484848,-73.99581714646465,MISDEMEANOR,7
