40.50212129591837,-74.22480119387755,1
40.50212129591837,-74.23957917346938,1
40.512156622448984,-74.23957917346938,2
40.512156622448984,-74.25435715306122,6
40.5221919489796,-74.19524523469387,1
40.522191948979604,-74.16568927551019,1
40.522191948979604,-74.18046725510203,1
40.522191948979604,-74.21002321428571,3
40.5322272755102,-74.1656892755102,5
40.5322272755102,-74.21002321428571,1
40.53222727551021,-74.19524523469387,2
40.53222727551021,-74.23957917346938,1
40.542262602040815,-74.15091129591836,4
40.542262602040815,-74.19524523469387,2
40.54226260204082,-74.16568927551019,6
40.54226260204082,-74.18046725510203,6
40.54226260204082,-74.21002321428571,2
40.54226260204082,-74.22480119387755,2
40.55229792857143,-74.10657735714287,2
40.55229792857143,-74.15091129591836,10
40.55229792857143,-74.19524523469387,3
40.552297928571434,-73.91446362244898,1
40.552297928571434,-73.9292416020408,2
40.552297928571434,-74.13613331632651,3
40.552297928571434,-74.16568927551019,3
40.552297928571434,-74.18046725510203,2
40.552297928571434,-74.21002321428571,3
40.552297928571434,-74.22480119387755,1
40.56233325510203,-74.10657735714287,14
40.56233325510203,-74.15091129591836,3
40.56233325510203,-74.19524523469387,2
40.56233325510204,-74.1213553367347,2
40.56233325510204,-74.13613331632651,3
40.56233325510204,-74.16568927551019,5
40.56233325510204,-74.18046725510203,1
40.572368581632645,-73.85535170408163,3
40.572368581632645,-73.9587975612245,6
40.572368581632645,-74.0031315,18
40.572368581632645,-74.10657735714287,11
40.572368581632645,-74.15091129591836,1
40.57236858163265,-73.84057372448979,1
40.57236858163265,-73.94401958163266,1
40.57236858163265,-73.97357554081633,12
40.57236858163265,-73.98835352040817,36
40.57236858163265,-74.01790947959182,1
40.57236858163265,-74.09179937755101,4
40.57236858163265,-74.1213553367347,2
40.57236858163265,-74.13613331632651,1
40.57236858163265,-74.16568927551019,6
40.582403908163265,-73.82579574489796,9
40.582403908163265,-73.84057372448979,5
40.582403908163265,-73.9292416020408,5
40.582403908163265,-73.94401958163266,7
40.582403908163265,-73.97357554081633,10
40.582403908163265,-73.98835352040817,12
40.582403908163265,-74.01790947959182,1
40.582403908163265,-74.09179937755101,3
40.582403908163265,-74.1213553367347,1
40.582403908163265,-74.16568927551019,14
40.58240390816327,-73.8110177653061,14
40.58240390816327,-73.85535170408163,1
40.58240390816327,-73.89968564285714,1
40.58240390816327,-73.9587975612245,26
40.58240390816327,-74.0031315,8
40.58240390816327,-74.10657735714287,2
40.58240390816327,-74.15091129591836,4
40.58240390816327,-74.19524523469387,1
40.592439234693884,-73.73712786734694,3
40.592439234693884,-73.75190584693877,6
