40.50404726767677,-74.22987645959594,14,FELONY,1
40.50404726767677,-74.24450516666666,17,MISDEMEANOR,1
40.509014247474745,-74.2371908131313,07,MISDEMEANOR,1
40.51398122727273,-74.2371908131313,21,MISDEMEANOR,1
40.51398122727273,-74.25181952020202,01,FELONY,1
40.51398122727273,-74.25181952020202,07,VIOLATION,1
40.51398122727273,-74.25181952020202,17,FELONY,2
40.51398122727273,-74.25181952020202,22,MISDEMEANOR,2
40.51894820707071,-74.19330469191918,09,MISDEMEANOR,1
40.52391518686869,-74.18599033838385,08,MISDEMEANOR,1
40.52391518686869,-74.2079333989899,22,MISDEMEANOR,1
40.52391518686869,-74.21524775252523,09,MISDEMEANOR,1
40.5239151868687,-74.20061904545453,21,FELONY,1
40.52888216666667,-74.1567329242424,11,FELONY,1
40.52888216666667,-74.16404727777777,12,FELONY,1
40.52888216666667,-74.16404727777777,21,MISDEMEANOR,1
40.52888216666667,-74.19330469191918,09,MISDEMEANOR,1
40.52888216666667,-74.19330469191918,10,MISDEMEANOR,1
40.52888216666667,-74.21524775252523,12,FELONY,1
40.53384914646465,-74.15673292424242,23,MISDEMEANOR,1
40.53384914646465,-74.16404727777777,03,MISDEMEANOR,1
40.533849146464654,-74.17136163131313,13,VIOLATION,1
40.538816126262624,-74.14941857070706,16,MISDEMEANOR,1
40.538816126262624,-74.1567329242424,14,FELONY,1
40.538816126262624,-74.16404727777777,10,MISDEMEANOR,1
40.538816126262624,-74.17136163131313,02,MISDEMEANOR,1
40.538816126262624,-74.17867598484848,14,MISDEMEANOR,1
40.538816126262624,-74.17867598484848,20,MISDEMEANOR,1
40.538816126262624,-74.19330469191918,12,FELONY,1
40.538816126262624,-74.20061904545453,22,VIOLATION,1
40.538816126262624,-74.21524775252523,17,VIOLATION,1
40.538816126262624,-74.21524775252523,23,VIOLATION,1
40.538816126262624,-74.2371908131313,01,MISDEMEANOR,1
40.5437831060606,-74.14941857070706,02,MISDEMEANOR,1
40.5437831060606,-74.1567329242424,00,MISDEMEANOR,1
40.5437831060606,-74.1567329242424,01,MISDEMEANOR,1
40.5437831060606,-74.1567329242424,10,MISDEMEANOR,1
40.5437831060606,-74.16404727777777,10,FELONY,1
40.5437831060606,-74.16404727777777,14,FELONY,1
40.5437831060606,-74.17867598484848,09,FELONY,1
40.5437831060606,-74.17867598484848,22,FELONY,1
40.5437831060606,-74.17867598484848,22,MISDEMEANOR,1
40.5437831060606,-74.18599033838385,22,MISDEMEANOR,1
40.5437831060606,-74.21524775252523,18,MISDEMEANOR,1
40.54378310606061,-74.2225621060606,15,MISDEMEANOR,1
40.54875008585859,-74.14941857070706,12,FELONY,1
40.54875008585859,-74.14941857070706,18,MISDEMEANOR,1
40.54875008585859,-74.16404727777777,22,MISDEMEANOR,1
40.54875008585859,-74.17136163131313,06,VIOLATION,1
40.54875008585859,-74.20061904545454,22,VIOLATION,1
40.54875008585859,-74.21524775252523,15,MISDEMEANOR,1
40.54875008585859,-74.21524775252523,18,MISDEMEANOR,1
40.55371706565658,-73.92998796464647,11,FELONY,1
40.55371706565658,-74.11284680303031,00,FELONY,1
40.55371706565658,-74.11284680303031,21,FELONY,1
40.55371706565658,-74.13478986363634,15,VIOLATION,1
40.55371706565658,-74.1421042171717,11,FELONY,1
40.55371706565658,-74.1421042171717,11,MISDEMEANOR,1
40.55371706565658,-74.1421042171717,17,MISDEMEANOR,1
40.55371706565658,-74.14941857070706,12,FELONY,1
40.55371706565658,-74.14941857070706,20,MISDEMEANOR,1
40.55371706565658,-74.1567329242424,15,FELONY,1
40.55371706565658,-74.1567329242424,17,MISDEMEANOR,1
40.55371706565658,-74.16404727777777,21,FELONY,1
40.55371706565658,-74.17136163131313,12,FELONY,1
40.55371706565658,-74.20061904545453,17,MISDEMEANOR,1
40.55371706565658,-74.20061904545453,23,MISDEMEANOR,1
